class,text
contract,договор подряд ремонт гитар г 27 ноябр 2024 год действ сво имен именуем дал « » одн сторон лиц заместител директор действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет рамк договор заключен сторон обеспечива проведен работ связа ремонт гитар ( дал такж работ согласн перечн работ котор содержат 1 настоя договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен приема-передач выполнен работ ( дал акт ) срок выполнен работ установл договор составля 7 лет цен договор оплат работ проведен ом производ рубл составля 1300 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ оплат работ порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов договор сторон несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 600000 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд ремонт систем инфракрасн отоплен г 18 ноябр 2024 год действ сво имен п именуем дал « » одн сторон лиц руководител отдел ремонт сист действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет рамк договор заключен сторон обеспечива проведен работ связа ремонт систем инфракрасн отоплен ( дал такж работ согласн техническ задан котор содерж 1 настоя договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен приема-передач выполнен работ ( дал акт ) срок выполнен работ установл договор составля 80 месяц цен договор оплат работ проведен ом производ рубл составля 7000 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ оплат работ порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов договор сторон несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер ____________ реквизит подпис сторон ___________________/_______ ___________________/________
contract,договор подряд капитальн ремонт систем воздушн отоплен г 2 декабр 2024 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел ремонт сист действ основан доверен 01.001.2023 г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет рамк договор заключен сторон обеспечива проведен работ связа капитальн ремонт систем воздушн отоплен ( дал такж работ согласн техническ задан котор содерж 1 настоя договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен приема-передач выполнен работ ( дал акт ) срок выполнен работ установл договор составляет:9 месяц цен договор оплат работ проведен ом производ рубл составля 90 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ оплат работ порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов договор сторон несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 8 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд ремонт флейт г 6 декабр 2024 год цар действ сво имен именуем дал « » одн сторон лиц заместител директор действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет рамк договор заключен сторон обеспечива проведен работ связа ремонт флейт ( дал такж работ согласн перечн работ котор содержат 1 настоя договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен приема-передач выполнен работ ( дал акт ) срок выполнен работ установл договор составля 8 дне цен договор оплат работ проведен ом производ рубл составля 90000 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ оплат работ порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов договор сторон несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 0 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд ремонт виолончел г 5 декабр 2024 год действ сво имен именуем дал « » одн сторон лиц заместител директор действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет рамк договор заключен сторон обеспечива проведен работ связа ремонт виолончел ( дал такж работ согласн перечн работ котор содержат 1 настоя договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен приема-передач выполнен работ ( дал акт ) срок выполнен работ установл договор составля 3 час цен договор оплат работ проведен ом производ рубл составля 3000 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ оплат работ порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов договор сторон несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 90000 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд проектирован систем автоматическ противопожарн защит г 16 декабр 2024 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел проектирован сист действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет рамк договор заключен сторон обеспечива проведен работ связа проектирован систем автоматическ противопожарн защит ( дал такж работ согласн техническ задан котор содерж 1 настоя договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен приема-передач выполнен работ ( дал акт ) срок выполнен работ установл договор составля 3 дня цен договор 800 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ оплат работ порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов договор сторон несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 800 рубл реквизит подпис сторон ___________________/_______ ___________________/________
contract,договор подряд ремонт кларнет г 8 декабр 2024 год действ сво имен именуем дал « » одн сторон лиц заместител директор действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет рамк договор заключен сторон обеспечива проведен работ связа ремонт кларнет ( дал такж работ согласн перечн работ котор содержат 1 настоя договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен приема-передач выполнен работ ( дал акт ) срок выполнен работ установл договор составля 90 дне цен договор оплат работ проведен ом производ рубл составля 3 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ оплат работ порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов договор сторон несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 30 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд планов ремонт систем автоматическ противопожарн защит г 17 декабр 2024 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел ремонт сист действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет рамк договор заключен сторон обеспечива проведен работ связа планов ремонт систем автоматическ противопожарн защит ( дал такж работ согласн техническ задан котор содерж 1 настоя договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен приема-передач выполнен работ ( дал акт ) срок выполнен работ установл договор составля 80 дне цен договор оплат работ проведен ом производ рубл составля 5 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ оплат работ порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов договор сторон несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер ____________ реквизит подпис сторон ___________________/_______ ___________________/________
contract,договор подряд текущ ремонт систем автоматическ противопожарн защит г 20 декабр 2024 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел ремонт сист васил петрович действ основан доверен дат г №17-824/33 именуем дал « » сторон заключ настоя договор нижеслед предмет рамк договор заключен сторон обеспечива проведен работ связа текущ ремонт систем автоматическ противопожарн защит ( дал такж работ согласн техническ задан котор содерж 1 настоя договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен приема-передач выполнен работ ( дал акт ) срок выполнен работ установл договор составля 70 дне цен договор оплат работ проведен ом производ рубл составля 60 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ оплат работ порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов договор сторон несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 6 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд аварийн ремонт систем газоснабжен г 26 декабр 2024 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел обслуживан сист действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет согласн договор заключен сторон обеспечива проведен работ связа аварийн ремонт систем газоснабжен ( дал такж работ соответств содержан техническ задан котор прописа 1 указа договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен п выполнен работ ( дал акт ) срок согласн котор должн провед работ установл договор составля _ _ ____ г _ _ ____ г цен договор оплат работ проведен ом производ рубл составля ____________________ руб _ коп цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ выплат порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов установлен соглашен контрагент несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер ____________ реквизит подпис сторон ___________________/_______ ___________________/________
contract,договор подряд разработк проект рабоч освещен г 30 декабр 2024 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел проектирован сист действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет согласн договор заключен сторон обеспечива проведен работ связа разработк проект рабоч освещен ( дал такж работ соответств содержан техническ задан котор прописа 1 указа договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен п выполнен работ ( дал акт ) срок согласн котор должн провед работ установл договор составля 50 дне оплат работ проведен ом производ рубл составля 50 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ выплат порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов установлен соглашен контрагент несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 5 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд техническ обслуживан систем газоснабжен г 24 декабр 2024 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел обслуживан сист действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет согласн договор заключен сторон обеспечива проведен работ связа техническ обслуживан систем газоснабжен ( дал такж работ соответств содержан техническ задан котор прописа 1 указа договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен п выполнен работ ( дал акт ) срок согласн котор должн провед работ установл договор составля 40 дне цен договор оплат работ проведен ом производ рубл составля 40 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ выплат порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов установлен соглашен контрагент несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 4 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд текущ ремонт систем газоснабжен г 28 декабр 2024 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел ремонт сист действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет согласн договор заключен сторон обеспечива проведен работ связа текущ ремонт систем газоснабжен ( дал такж работ соответств содержан техническ задан котор прописа 1 указа договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен п выполнен работ ( дал акт ) срок согласн котор должн провед работ установл договор составляет:30 дне оплат работ проведен ом производ рубл составля 30 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ выплат порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов установлен соглашен контрагент несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 3 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд монтаж систем охра освещен г 11 январ 2025 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел установк сист действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет согласн договор заключен сторон обеспечива проведен работ связа установк систем охра освещен ( дал такж работ соответств содержан техническ задан котор прописа 1 указа договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен выполнен работ ( дал акт ) срок согласн котор должн провед работ установл договор составляет:20 дне цен договор оплат работ проведен ом производ рубл составля 20 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ выплат порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов установлен соглашен контрагент несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 2 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд планово-предупредительн ремонт систем аварийн освещен г 11 январ 2025 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел ремонт сист действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет согласн договор заключен сторон обеспечива проведен работ связа планово-предупредительн ремонт систем аварийн освещен ( дал такж работ соответств содержан техническ задан котор прописа 1 указа договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен выполнен работ ( дал акт ) срок согласн котор должн провед работ установл договор составляет:10 рубл цен договор оплат работ проведен ом производ рубл составля 10 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ выплат порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов установлен соглашен контрагент несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 1 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд разработк проект дежурн освещен г 9 январ 2025 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел проектирован сист действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет согласн договор заключен сторон обеспечива проведен работ связа разработк проект дежурн освещен ( дал такж работ соответств содержан техническ задан котор прописа 1 указа договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен выполнен работ ( дал акт ) срок согласн котор должн провед работ установл договор составля 100 дне цен договор оплат работ проведен ом производ рубл составля _100 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ выплат порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов установлен соглашен контрагент несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 19 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд текущ ремонт систем аварийн освещен г 12 январ 2025 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел ремонт сист действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет согласн договор заключен сторон обеспечива проведен работ связа текущ ремонт систем аварийн освещен ( дал такж работ соответств содержан техническ задан котор прописа 1 указа договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен выполнен работ ( дал акт ) срок согласн котор должн провед работ установл договор составля 110 дне цен договор оплат работ проведен ом производ рубл составля 110 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ выплат порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов установлен соглашен контрагент несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 11 рубл подпис сторон ___________________/_______ ___________________/________
contract,договор подряд техническ обслуживан систем аварийн освещен г 9 январ 2025 год лиц исполня обязан генеральн директор действ основан именуем дал « » одн сторон лиц руководител отдел обслуживан сист действ основан доверен дат г №дат именуем дал « » сторон заключ настоя договор нижеслед предмет согласн договор заключен сторон обеспечива проведен работ связа техническ обслуживан систем аварийн освещен ( дал такж работ соответств содержан техническ задан котор прописа 1 указа договор ( дал приложен 1 ) осуществля приемк оплат эт работ при работ сопровожда оформлен выполнен работ ( дал акт ) срок согласн котор должн провед работ установл договор составляет:120 дне цен договор оплат работ проведен ом производ рубл составля 120 рубл цен установлен соглашен подлеж изменен ход исполнен оплат осуществля пут денежн перевод указа реквизит течен 5 ( пят календарн подписан соответств прав обязан вправ требова оплат проведен работ срок установлен соглашен обяза обеспеч проведен работ рамк услов договор случа невозможн выполнен работ каким-либ причин незамедлительн извест вправ принима работ выполн ненадлежа образ обяза осуществ выплат порядк котор предусмотр услов договор сопровод при оплат работ пут заключен соответств ответствен сторон нарушен услов установлен соглашен контрагент несут ответствен согласн требован законодательств несвоевремен исполнен обязательств кажд просрочен ден начисля пен размер 12 рубл подпис сторон ___________________/_______ ___________________/________
